ID	Pattern #	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Baseline	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group2	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group3	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4	Group4
Simulated_feature_group_C_119	1	0	0	0	0	9	55	0	380	23	0	192	47	134	133	72	0	1	0	22	284	48	0	4	143	1	184	0	56	175	145	289	128	177	837	100	71	701	19	171	640	0	0	0	547	100	541	5	23	0	68	1	157	258	868	727	4	0	1307	9	299	3	768	413	67	1777	144	45	40	1310	856	1092	10906	2306	2250	30	106152	357	242437	6054	48368	9340	83593	0	45520	0	8640	5674	1560	14701	21249	17659	15	8313	3071	6997	5	45600	7418	4991	0	24020	10589	39503	1156	31555	54	0	0	561	50	372	18574	8	2546	93	0	50	1140	2	27	720	2468	17	1723	1286	1832	598	2	132	2087	2915	38	351	38	1393	813	16	7381	129	1125
Simulated_feature_group_C_121	1	137	236	0	133	1581	0	40	0	840	507	31	2681	7	4982	33	11	0	15	229	43	1300	495	23	484	1150	1228	640	197	514	1	0	1877	0	116	7	40	2351	13348	4187	1	0	0	10	0	271	1	42	30	0	10245	17533	1	3	599	5988	0	8566	2530	869	2	1	37	23461	3095	2	128	190	16	587	14653	4398	65372	248566	12758	618419	427993	218208	162667	97414	144859	3836	0	768759	429	5067	179096	2468	36977	35309	359684	1040	8390	4522	586017	1	16717	45819	4408	144266	839106	50720	1029040	480192	703	152331	261	21540	3	23643	33263	7808	34387	27874	4751	25188	17721	6454	57320	253	18	12	7806	6878	85	464	0	1	61	3564	12958	1418	3	1732	20779	433	13947	88878	5721	1771	2035
Simulated_feature_group_C_122	1	19	1	1	10	35	4	2	33	0	38	0	5	2	8	0	6	0	0	30	582	55	0	41	434	0	29	4	17	0	6	56	39	20	3	13	607	18	0	5	491	1428	2188	0	41	249	1544	30	5886	2805	151	81	127	125	305	41	143	924	502	1400	11	3109	0	399	1717	999	0	0	0	0	831	10320	2661	197	437725	78454	7415	6237	35410	32321	11489	1247	484	1120	35057	40199	129062	129	13806	63	25423	14047	48	270779	1520	1892	14318	43321	48353	2593	224127	27100	396	19	96556	11937	24	660	3070	0	28	3071	1424	5513	2050	0	406	5737	2142	52	10243	32	321	0	199	1991	286	2844	1	12855	78	72	3199	4022	1193	2150	77	6282	40	4615	2190
Simulated_feature_group_C_123	1	194	20	57	388	36	27	0	53	173	96	3	390	22	189	472	74	30	11	6	107	81	4	314	326	302	48	41	128	0	150	12	341	238	34	1	129	94	2320	1269	32	3	1158	416	27	109	438	1846	293	228	476	154	938	116	725	511	1091	679	1	1242	220	312	161	56	27	184	354	708	673	16	175	9731	65898	41146	33142	79721	4323	547	106924	9512	93303	4692	330	22040	1809	20792	37453	115525	41914	3383	93975	2142	37666	79302	22321	201032	107807	51807	139975	1770	38108	96556	135773	82252	222270	17483	1845	528	267	319	686	2877	10492	2236	4615	8543	1452	6093	6586	3517	794	4631	455	3095	919	4297	2481	394	10	196	7159	2667	111	8778	573	7330	2112	1834	411	520	1585
Simulated_feature_group_C_124	1	1	1	574	1	8	2	39	0	0	70	248	0	3	2	16	2	24	234	18	6	78	112	223	4	9	0	81	427	683	35	23	0	64	4	405	23	99	2150	1317	16	8	6695	0	97	10	9	190	0	1948	1136	153	220	1123	122	2	326	338	911	1056	94	4	8	4	3	412	1566	448	44	0	187	78321	700	1481	892	24018	206	227788	3265	40910	15414	76192	160946	29664	272705	8017	271	118664	110	2	864	25997	150946	333	227273	29129	68910	1	470	1600	130	1099510	5367	7141	90387	30197	80	232	685	1	23	0	105	0	375	1990	6923	643	45756	3976	3155	28	19222	22742	2984	3	3754	341	15	60	4401	4	58	6672	21012	652	5393	122	1091	253	49
Simulated_feature_group_C_125	1	1326	70	97	56	10	9	127	14	12	78	19	179	495	234	155	14	15	92	13	128	457	0	1740	4	218	531	26	2	15	0	18	49	385	129	119	44	0	992	1246	3164	0	674	4	399	196	2358	2094	2730	210	4	4	0	21	462	0	0	2426	4545	38	0	313	2130	7257	5221	351	5	193	424	29	8414	85	3523	71627	860	18	170880	143631	17	14189	355	2	802	214	0	29093	9228	6918	325047	2313	191161	215311	125470	34063	12671	1467	179277	23908	83149	3457	9486	0	7400	515636	9185	9923	692	19	622	0	3669	140	855	109	13	0	538	1132	190	1734	24641	22491	1065	8572	12	0	3357	14466	478	17812	4313	95	8927	108	798	358	1121	1139	2720	16910	370
Simulated_feature_group_C_126	1	1	1	0	36	40	0	43	1	42	33	15	4	5	0	0	122	4	69	0	3	128	7	24	0	56	0	1	65	0	0	7	1	8	32	0	0	13	12	1	5	73	190	74	2	4	40	47	102	47	71	35	109	1	0	4	2	94	1	0	166	0	43	49	24	3	33	2	10	10	299	361	11969	30725	10017	0	1953	26963	21	24	18864	25190	795	31585	83502	49388	250	97	199	530	259	25959	7	6214	6927	4461	98	21249	0	2	11590	9864	5949	7	107	278	0	1821	229	1105	219	32	857	358	564	0	31	2691	5	33	42	504	294	1119	0	2415	1494	269	1	0	3	12	69	25	1485	63	368	2383	66	0	72
Simulated_feature_group_C_127	1	0	40	0	8	3	0	4	1	34	95	25	5	92	3	62	17	2	0	4	114	3	4	6	55	3	19	0	0	9	32	9	2	0	0	0	11	1414	0	70	46	3	865	6	461	144	226	1573	14	1049	7	689	4	1	408	704	95	15	389	0	0	11	1	642	191	141	31	264	0	11	29	0	35170	25733	49370	1597	6544	210	2811	10857	0	2559	4013	1182	47845	20	3339	1211	23874	9364	10468	5252	989	100744	0	239	47832	1	4137	457	1124	1207	924	225	3154	249	1	887	33	2	6	362	53	1149	2	1	90	1929	0	3132	3	2368	1412	1097	3	5	5275	81	0	2	0	27	65	89	0	5	1537	17	142	37	1623
Simulated_feature_group_C_128	1	783	0	0	19	4	516	189	72	8	79	1	74	59	272	36	101	0	14	162	441	29	1	2	17	17	111	1076	390	17	291	11	59	72	90	282	59	317	0	0	1219	2103	12	349	2599	156	53	379	2828	17	11	2867	296	0	2	0	21	1177	355	114	2	154	5046	225	6	1613	1171	201	1112	8	338	12312	5176	2139	1	4988	9846	348	48682	156788	92370	92407	2531	3131	50311	9097	9359	2	1855	8823	483680	0	115566	0	20660	91510	0	3	685528	413	513	7016	33650	92	1490	40758	1496	7788	58	5203	25112	0	2777	656	23575	15	1278	0	100	46	163	5777	695	7979	1117	4	1260	80	6011	7969	831	6240	11828	38	0	7525	339	7221	2201	35375	4
Simulated_feature_group_C_129	1	0	0	127	0	12	324	1	27	0	0	35	14	402	1	0	316	1	790	30	198	83	61	0	149	13	2	163	0	0	378	25	39	7	480	236	1774	3466	1	78	2228	2	1422	0	38	248	300	3	744	6690	23	912	3474	14	7865	2811	1465	69	9	2005	20	30	1	949	78	119	26	926	43	12	7	3893	54682	3057	43815	123713	12791	36317	32738	65260	9549	9217	73935	8190	366	0	828	94793	30359	3196	3823	491	4668	40283	153049	1160	38172	597	39	0	23274	23952	18021	22308	65262	150148	1858	16	73	38	12	117	2	6966	2	2	1655	2997	7247	2287	0	1309	170	5061	0	3426	3361	13665	3650	12	43	632	0	2749	9813	3299	203	18490	3045	13016	1410
Simulated_feature_group_C_130	1	1	137	0	571	147	91	805	755	184	694	89	0	187	751	212	370	96	59	153	1381	78	1	23	181	3	1886	2	572	248	4	0	8	9	413	359	1993	1689	0	4	218	167	0	0	60	28	106	23170	23	15238	1575	873	670	11005	303	7053	229	313	6	7	17	1	0	0	1435	6699	897	359	535	1289	1331	374330	325384	527	203653	159357	113468	88090	21525	58321	17646	26702	180506	446092	10	359	2632	168726	1849750	25083	5661	42175	100222	637715	38	194008	36067	222040	49897	87591	7633	76562	73476	124438	201	78438	5187	3266	25129	602	8575	4	430	555	2182	3	12631	4998	158	987	6330	11	16631	1065	2961	4176	701	5	60670	8	1868	58600	87554	7730	1	1114	24168	9625	0	77	25337
Simulated_feature_group_C_131	1	36	4	1	26	1	23	2	5	6	82	9	46	5	0	6	40	56	21	20	24	51	1	36	37	66	8	39	5	9	43	43	4	70	0	4	265	155	292	0	276	44	53	251	282	111	12	24	0	1	379	245	362	26	73	224	342	40	0	27	0	2	56	1	41	94	41	0	0	566	6	984	40	16	2760	17010	1519	53790	582	1361	39	29959	2476	1854	7104	7673	17	193	375	51	14315	1853	7418	909	13444	155	2172	1702	4909	7081	3988	15934	1233	6489	346	957	650	49	448	1683	747	144	1	525	88	107	56	917	189	26	1557	460	1039	20	116	64	1829	405	9	540	35	41	456	42	213	320	419	21	3	159	273
Simulated_feature_group_C_132	1	0	2	537	0	2	18	0	0	8	0	341	159	248	1	66	284	788	39	258	4	94	0	74	1	671	4	35	545	10	471	19	488	107	0	0	138	4	1232	956	375	29	25	879	320	1936	9858	88	0	1569	87	29	962	4533	4124	1793	180	46	697	1622	78	175	220	921	3461	5	0	723	186	252	0	7481	249304	424017	52498	28	1615	959	90930	82	32765	52764	37209	7816	179117	287625	19061	6759	92555	30018	37754	11886	206	40338	69440	15379	292	167995	0	0	62066	411199	71294	98397	59421	16377	1907	56	4685	674	24164	75	3	8	21753	2415	49	0	1303	6	1424	2448	12	1661	9471	88	0	1440	3381	6	84	7143	3527	15443	2392	914	8	2885	3894	0	5319
Simulated_feature_group_C_133	1	2	2	7	3	50	10	0	21	1	12	16	1	5	26	98	9	19	11	36	18	0	42	81	0	3	3	32	8	19	19	6	58	1	6	66	170	69	58	73	8	48	43	16	394	409	250	161	12	24	121	230	236	3	77	15	252	60	12	0	130	36	159	44	116	283	134	7	248	33	55	11150	11703	48675	7100	8246	12045	7564	357	4799	40714	31	2385	4127	12789	9781	5638	18037	657	8792	3710	9557	855	21645	3889	24770	40181	37499	2245	5163	29671	11852	4122	3618	1895	150	182	883	89	1967	350	221	674	207	26	50	1914	93	232	453	38	193	124	611	177	326	404	632	86	36	49	836	243	111	288	263	680	1560	365	305	1158
Simulated_feature_group_C_135	1	11	1	0	1	434	110	31	30	6	7	29	0	5	17	327	1149	80	22	176	8	0	101	692	16	0	8	809	14	330	0	52	0	7	2	1	128	6	0	64	1768	161	901	2045	0	1	21	4	1223	0	220	1773	74	494	2922	15	376	22	255	300	2	0	32	764	756	6	16	1	897	247	108	12	335925	201	75055	154	24442	92	1	9357	8502	2179	3	26	0	21	26877	10	49708	17131	71212	24607	3709	218028	25166	7	0	18381	103511	3	29	81	78714	103051	18375	65518	18	17	10705	6151	608	9	306	1543	84	33336	8	8986	2651	17	30547	365	4124	3415	839	1252	78	4	312	15	498	419	72	114	3390	723	28	7113	0	2222	7223
Simulated_feature_group_C_136	1	36	104	338	197	52	47	36	127	0	4	223	104	0	0	23	103	1	11	61	0	10	104	15	174	90	141	0	30	0	79	0	71	27	2	0	408	137	1580	114	206	26	258	180	4	96	469	187	230	890	212	4	133	1	34	25	8	230	440	454	1286	334	49	65	147	192	591	614	25	517	16	8724	6940	1	10507	391	9516	4965	19027	2531	30161	87002	17118	0	4677	2034	418	1404	2453	550	4865	6784	120444	7133	10949	31712	46102	5324	66	3499	6414	18505	20	99110	20642	31527	0	1	0	0	2440	558	4883	31	56	34	10	625	786	25	2125	2095	2551	8	1150	897	1185	9788	67	1364	0	25	18867	3	7	8	5	2752	709	298	138
Simulated_feature_group_C_137	1	0	445	0	0	0	19	4	0	0	173	0	151	0	25	2	4	4	2	1	30	20	22	16	55	0	236	4	0	104	0	0	722	0	20	2	122	143	379	265	604	0	83	0	146	1	185	0	358	358	138	15	2861	342	1530	170	1	155	0	0	19	3	882	81	0	259	114	145	802	247	1516	13535	13	1633	18609	4551	90565	1	5094	142391	30	43101	27279	5	76146	284908	1	279	2668	817	1085	170222	264	126087	99	254	114195	4445	9161	203592	11485	111	27	16710	50105	0	6375	0	3197	9696	14	9930	1254	0	339	290	10	768	3	810	2262	43	23	133	16893	121	6145	16	162	5811	1	779	16690	477	18064	2898	250	614	1483	3837	1
Simulated_feature_group_C_138	1	0	16	0	160	10	155	18	4	99	323	17	107	24	72	2	4	0	2	17	55	32	449	0	10	0	7	0	4	54	0	72	214	0	6	0	4	4	43	588	1292	2	164	29	451	452	75	123	4	453	66	0	1576	375	140	0	801	1	46	183	55	40	0	202	28	52	0	20	56	665	10	16	7696	9	66304	0	16224	3740	20394	1656	97	8811	143	0	1375	48305	58	0	2404	2306	7726	34434	1519	236	18645	63406	34110	38135	3489	111378	7169	2851	798	1	40996	4	692	4817	4371	4229	2418	143	235	0	8277	198	10	2573	11135	7169	408	5196	1082	3677	118	279	1103	66	1069	1484	865	1	462	353	1847	161	6927	0	918	437	1731
Simulated_feature_group_C_140	1	8	107	5	138	46	1	3	12	85	0	40	81	13	3	1	1	1	64	0	1	1	31	0	2	1	4	29	0	3	44	5	19	0	129	3	6	41	0	164	109	123	4	12	560	0	1	1	817	394	16	5	35	51	2	513	1	334	26	132	463	0	340	18	196	0	42	5	21	7	24	5434	422	23	35608	2419	12743	3061	2	19624	0	60	20521	11797	52118	2	2125	37431	9616	10213	4220	474	1294	2271	13	8321	9461	4736	6440	8021	0	81	7159	3239	987	0	722	334	0	34	979	8	755	4848	9	1	8490	105	2	596	2095	15	3	17	3540	391	19	2972	3366	106	7711	1	508	2	0	224	315	0	1	1648	1
Simulated_feature_group_C_141	1	146	219	159	156	111	101	152	87	62	180	320	119	37	182	234	615	224	79	293	116	164	337	75	157	205	401	357	147	211	270	95	249	309	104	221	1759	687	381	641	567	427	1109	629	883	1165	496	931	1501	361	1140	835	1175	794	562	1016	886	1768	546	1587	1450	1034	739	1820	1320	1639	3850	1246	770	337	684	73354	71817	140243	125638	81057	43526	29041	83365	64938	33956	78866	92628	130429	69090	44327	66211	78054	111130	29873	33955	169816	38933	36098	26070	125711	19360	32873	160496	38289	132921	17183	44225	31122	48971	68017	2317	3792	3358	6966	4295	3146	4001	4700	3827	3554	1746	6543	2443	5373	2873	1597	4107	7117	3712	8936	3337	2136	2793	7632	1726	10482	11249	6143	2123	4277	5296	4197	4438	1056	1324
Simulated_feature_group_C_142	1	176	31	0	0	15	0	0	0	143	0	2	90	0	1	154	195	4	0	11	4	40	0	5	26	2	75	5	67	0	1	1	174	1	8	2	1169	273	17	37	121	64	1269	1	112	9	716	82	0	947	12	0	89	7	26	106	5	1	20	232	376	296	3	42	491	757	33	458	0	173	5	234	114	23110	181	6504	24172	6251	23470	20680	4400	9	187	38006	4146	1902	53450	3990	34758	7853	251	545	55	26783	25188	66	477	94	15358	10	1957	267	737	71097	8218	42365	4268	0	4274	403	179	0	588	5190	1232	1331	74	1590	1461	18	2442	6397	244	1314	18	136	1076	48	0	307	167	78	868	31	1	664	3	455	244	3396	982
Simulated_feature_group_C_143	2	63	102	242	116	3	21	242	6	6	28	32	24	0	24	22	0	30	84	124	32	4	363	140	80	3	0	14	0	0	0	4	256	166	0	10	0	0	299	18	33	1	1101	361	0	0	257	214	935	3	283	410	134	346	29	222	6	82	1555	21	858	86	4	813	13	12	4	229	904	235	222	2998	1989	1000	1	16	99	36056	32412	21	1545	2	171	6	207	12751	112732	44163	64	105946	19	123	79663	3373	60119	185	82	7057	3565	4652	61	117244	7737	420	0	0	508	522	2254	3	191	8	28	8	23445	3394	31	66	9	1072	6711	0	2205	38	7093	1693	3127	1224	544	1560	4936	211	517	9	848	52	2165	852	3714	885	10001
Simulated_feature_group_C_144	1	1	0	136	0	0	0	32	2	3	55	0	0	8	0	0	6	69	7	43	81	20	30	0	0	3	0	48	0	1	391	12	2	5	209	3	64	75	240	0	3	81	0	239	383	112	188	435	387	281	15	88	18	10	198	1230	4	272	126	19	0	392	142	1	54	3	7	1	0	1	0	5095	28311	493	20069	1135	3847	21007	825	42448	2630	0	13	133	145	36694	10027	0	18652	20548	53452	217	62475	6905	337	116	616	72520	50	331	4662	2130	32211	802	94	34166	40	43	634	110	150	86	13	0	8	17	458	0	3979	405	0	0	2645	0	117	525	1881	87	1347	19	1	1611	14	2297	0	208	1397	200	7	1	55
Simulated_feature_group_C_145	1	384	464	947	393	316	38	596	193	391	145	260	241	141	450	309	34	275	2	277	275	463	272	299	836	283	217	388	221	555	795	133	165	288	385	197	1080	185	246	1765	1517	1733	1749	2364	4237	704	692	1854	1143	337	761	987	1977	2350	2492	1707	469	781	982	2608	888	1957	2387	149	2510	741	948	529	2117	1004	1153	72274	114210	51548	52400	101186	120478	137537	156986	67550	36627	82723	34154	279849	106946	263649	156919	198298	138484	82523	207756	31682	63740	303080	215835	89570	21402	45177	116849	25752	140579	80515	162479	31852	71344	294240	5773	4400	8351	6641	7202	4738	4595	722	8505	14423	2038	2534	13445	3405	10599	6664	7764	7575	3445	4820	12082	2644	4921	6860	11777	9693	6964	7170	992	2842	15091	4900	3748	3091	3522
Simulated_feature_group_C_146	1	122	62	90	147	28	26	90	20	20	209	180	140	53	84	160	35	40	18	86	136	193	403	230	20	50	4	386	29	223	177	44	187	99	247	225	1116	771	615	462	138	1690	172	218	213	131	276	110	707	854	298	2186	642	814	672	203	229	959	376	419	269	61	477	547	836	492	1633	75	298	975	27	14246	5526	31622	7095	40437	81879	81338	39789	140730	53211	202466	157538	55226	118076	43707	26394	51668	47575	53850	54113	33946	80290	57184	92216	48539	10978	13234	49547	22757	76880	27057	21877	11569	58309	26595	4027	902	1384	2372	4848	7287	1748	4821	3726	7188	5172	3026	1915	4254	7392	2837	1451	1764	6846	1643	11015	1185	2272	684	1637	2445	3600	2855	1300	2695	626	1017	459	4545	2617
Simulated_feature_group_C_147	1	64	65	2	651	272	468	33	343	1	1	7	44	11	71	107	0	1	146	53	102	547	0	1	229	19	1	2	2	4	77	0	0	41	80	64	2222	1	16	2744	18	148	0	34	19	596	216	3	668	144	30	1258	1	15	87	12	79	7	0	30	1598	0	82	378	0	17	227	216	8	30	1	3996	227	83	165	80936	126704	6221	199225	1927	481	0	6	1255	2796	4833	9377	16624	293	19649	59550	242862	4991	13417	20469	5	8427	4467	56080	85800	2375	2400	37177	126550	51388	7664	1126	8789	5924	1	145	396	352	560	525	9	1803	141	1209	755	2636	0	0	21148	0	120	1247	1	0	4091	10383	1658	15	507	0	662	3485	1657	39	15	41518
Simulated_feature_group_C_148	1	11	7	5	90	22	125	67	59	33	39	57	0	139	0	2	0	14	0	66	0	25	3	0	9	0	55	2	354	21	1	0	0	0	49	129	0	28	127	0	180	8	0	1238	1	95	1262	147	375	16	545	390	41	69	0	3	0	0	0	0	527	11	2	528	44	307	1315	0	1	388	0	7516	8	18083	13691	4721	10570	6161	2153	15253	2	31589	0	44	12262	293	1245	2311	448	49990	58	323	15221	82281	11001	8	3	35200	0	356	65382	3977	104995	13497	52	31	50	18	29	595	35	1340	4893	931	6	1613	478	1489	0	3467	98	126	1520	287	1043	2	418	726	833	0	7347	360	0	0	16	79	224	13	6	572	370
Simulated_feature_group_C_149	1	259	0	0	10	0	10	3	0	15	15	75	147	1	13	35	25	27	16	10	274	58	77	0	0	10	0	1	11	11	36	0	4	10	27	2	42	90	0	676	164	666	27	102	12	0	1	51	116	181	16	300	1	1789	228	14	51	1	103	0	68	11	27	674	0	2	16	46	492	1	2	55	186	2365	1	12418	4623	1272	26	9374	476	2196	4029	54516	307	56	11460	6674	31637	724	9	2729	16524	63	0	572	192	0	19257	1630	19654	340	791	76584	21369	1149	110	0	28	1	1229	25	964	744	353	358	416	1096	2916	183	696	913	250	48	884	337	13	82	9	67	555	306	765	254	67	8	384	6	104	2219	61
Simulated_feature_group_C_150	2	0	49	29	1	95	40	3	1	7	91	67	17	0	27	0	4	40	17	4	25	0	0	80	77	0	2	22	1	37	43	0	77	22	0	3	0	45	413	608	66	243	10	39	332	115	57	18	0	21	68	225	6	15	100	3	370	16	87	36	65	43	25	49	63	17	19	651	223	0	466	15	1538	6555	1158	30	6035	7149	4631	18739	1222	769	1602	3773	3	1292	738	149	234	376	1	2833	68217	7871	2253	1269	3983	1009	2697	770	631	1771	854	816	220	5750	191	934	352	396	755	310	506	15	777	3225	2394	68	243	564	1657	134	125	9	28	2	1432	8	12	508	21	203	1214	212	183	1083	2	152	9	88	0
Simulated_feature_group_C_151	1	1711	1915	518	2863	67	123	14	192	0	11	0	74	271	21	0	16	8	1545	1607	30	29	18	255	39	679	40	243	4	805	294	5	618	194	120	1540	12	8395	25	7	80	2979	8	2011	97	78	2691	0	4045	0	24869	0	2123	7735	96	0	212	20	2	0	38	36	197	628	168	2433	954	342	18853	12919	1	63069	0	495541	348	2676	1404400	17	1	18126	120	291059	192344	94425	473	50992	23218	314130	3720	479626	2584	0	61311	325855	697149	167817	23924	1366630	0	38797	22463	115675	36650	14	2551	461	8932	1522	7057	5397	11	938	0	13725	4	4136	57017	7353	4431	698	797	2158	1	7430	15131	718	18640	3	19111	4057	51	13	90	1636	8	856	408	759	31	35227	755
Simulated_feature_group_C_155	1	226	17	0	7	26	568	494	0	30	69	131	0	24	59	0	30	296	600	11	51	98	100	238	33	738	0	536	112	0	0	2	0	404	2	20	17	178	1230	14	23	165	6	366	605	1661	27	0	7	18	20	51	0	403	165	0	99	0	310	843	2021	34	0	14	969	143	6	25	238	689	69	100743	0	24564	0	8970	47278	173	119075	2783	29589	6096	60	17469	19651	32636	9532	0	43568	58226	156405	22261	132552	109072	12398	831	3746	59659	15574	0	424	680	2384	18509	20635	4992	176	0	353	782	5919	896	1058	5727	6633	88	12137	6134	895	1555	2767	11149	13	0	900	177	1	21	109	429	40912	3499	318	1	43	153	1916	11857	1	51	11414
Simulated_feature_group_C_157	1	65	1778	51	31	463	1830	17	473	772	36	2	303	103	185	112	1130	3	0	231	36	3	4	187	9	138	112	1	1475	175	2	394	2	5	299	221	18	32	132	2	0	66	800	241	0	1283	118	332	1002	7178	14	2642	5177	5	337	4893	3897	83	278	1158	424	3112	259	313	0	12	1694	842	2606	176	943	172852	3062	1542330	476	102955	14435	5372	250	321	1385	4833	68	900	44	609011	69393	779	228	20049	6160	488003	50	15611	24587	242	58713	549997	288122	20362	38	16964	16250	204479	330884	46796	5	0	6927	2	164	3729	203	10891	15609	17487	2153	953	109	1584	4963	36	682	12210	9028	2578	5211	0	3341	3522	11029	531	1220	8867	2669	35	2679	10010	3728	82	2872
Simulated_feature_group_C_158	2	27	4	68	90	66	189	18	0	11	5	0	4	20	88	0	3	1	32	4	9	0	10	72	3	5	0	1	12	67	26	37	0	0	11	0	1841	229	247	16	139	42	0	0	108	126	224	0	0	297	278	21	6	260	0	0	0	0	0	0	111	0	0	14	16	0	111	0	20	371	0	4340	2061	1835	7741	40	108	32478	1831	11	383	857	7235	5176	5889	214	4969	1797	1846	401	48	11	94	83957	4	27	2	300	16	222	2943	17	0	6837	8924	31	316	11	1	60	0	671	21	2	87	589	203	56	0	775	183	424	1820	48	890	224	19	7	650	532	1	287	109	3	872	440	96	0	1144	2	1269
Simulated_feature_group_C_159	1	34	95	7	59	19	41	54	51	11	0	24	77	53	140	35	40	11	19	1	51	77	17	7	12	15	69	31	34	77	5	23	48	13	8	191	260	40	372	37	504	81	256	614	39	310	508	16	2	54	14	120	58	411	297	0	220	58	95	532	18	86	152	184	122	408	55	29	132	7	114	13358	2217	20295	2012	2572	10146	19653	8746	6076	4021	53186	9585	696	3570	12560	1230	2115	15105	359	10087	3793	14302	42265	21240	2855	13885	2398	2916	10192	748	3923	45139	6018	29	8057	252	195	2215	429	1193	1115	76	722	98	438	71	900	957	955	1147	1840	1978	227	57	688	521	28	507	522	2035	205	887	780	1841	3252	489	1009	1021	1614	1337
Simulated_feature_group_C_160	1	20	105	209	11	97	0	5	56	14	101	35	0	1	79	41	3	4	0	10	2	0	0	89	0	55	0	0	0	2	255	0	0	0	0	1	629	133	83	57	21	0	143	0	102	0	218	0	45	0	660	88	1748	1	759	4	1	0	1	765	7	86	5	0	27	12	14	51	0	53	0	906	13191	106	22885	153	0	20987	1033	647	16521	7448	21062	2063	34987	2470	23806	2023	8935	4929	308	12368	52	8572	705	3	84	162	882	24319	6975	14021	178	35804	2923	0	291	1756	9	76	815	81	46	2091	79	72	34	64	2	198	0	0	1457	1254	3285	0	431	75	1716	1	2	0	3761	70	24	101	88	0	1409	86	2160
Simulated_feature_group_C_161	2	0	0	12	0	38	0	2	11	0	3	37	41	1	0	0	0	39	7	24	24	0	23	4	3	9	11	1	52	5	44	1	0	0	22	0	0	225	216	0	15	158	140	4	22	1	0	97	0	9	2	35	1	2	3	28	0	883	28	33	0	403	2	2	80	118	374	761	42	22	89	658	4	28	1	10536	3949	0	5098	0	3893	630	3259	0	63438	2648	2006	15838	4539	25396	15517	46	296	24374	34121	691	42282	2	3131	112	5	715	1349	13725	9287	33104	20	1786	184	547	206	814	0	307	2	2849	785	0	6050	10	374	14	393	180	2	235	1648	61	562	2	1308	0	739	138	5	0	0	5	4151	423	1415
Simulated_feature_group_C_162	1	21	31	2	61	18	0	1	115	2	72	71	4	78	0	27	0	0	155	4	25	69	0	5	6	0	9	1	12	4	22	13	0	2	4	76	0	0	0	16	150	452	7	10	0	388	0	2	8	0	7	49	242	17	68	0	1079	310	161	88	421	105	26	375	23	190	2	7	93	73	0	6930	638	15891	33871	37188	81	53355	2571	7468	7896	18349	1949	4	17531	8894	0	2393	1517	910	8031	1868	7642	6	31	64	0	688	200	1885	2041	49	2230	24644	4334	0	39	134	5	16	4578	3	11	9	0	151	1	4	15	0	2	0	1146	13	2052	34	0	276	220	1275	96	13	9	0	1531	9	214	723	5	317	1
Simulated_feature_group_C_163	1	0	134	4	103	60	15	47	132	110	8	12	1	142	357	1	10	0	177	66	2	17	140	17	1	260	88	47	229	0	0	201	82	37	22	31	79	670	21	124	19	112	710	5	1309	148	43	188	532	26	0	5	953	0	4	1637	0	1	2118	0	17	719	2543	117	159	448	3685	375	371	0	1	26315	26	56614	1654	6	5404	96770	703	30314	23762	9722	63	612	693	18765	47	1	101817	2052	296	2322	16644	6371	99178	159592	26807	13166	89909	6322	226342	12771	3296	42484	17020	29	29	508	3257	62	60	14	963	1667	4	984	1	11921	960	736	77	0	22	0	2	5722	19	38	354	0	6392	17733	3858	0	0	2812	851	183	222	54	1816
Simulated_feature_group_C_164	2	0	0	121	11	0	27	0	0	53	2	16	0	248	31	28	58	20	251	16	4	12	1	0	380	92	260	1	4	81	28	0	7	0	47	0	0	30	0	32	3	131	71	5	144	629	43	1	0	120	409	277	16	1	0	505	4	813	4	0	24	181	526	1	1	119	20	0	630	46	601	193	41370	924	26034	0	34	49	3170	111372	66134	905	993	3601	25298	8	5970	12	14167	28785	14418	3	10313	1050	111147	39	74	1	77080	149	67179	752	8	377	2	9285	2413	11383	946	2064	2895	114	632	111	1575	99	5159	2987	317	4704	63	1212	1036	4089	6713	19	298	385	2096	241	2645	27	3	158	0	122	37	1163	5725	1	4
